iter	R2	RMSE
939	0.9940616249	1.236087453
940	0.9940697179	1.235244881
941	0.9940708393	1.235128078
942	0.9940740196	1.234796785
943	0.9940871505	1.233427983
944	0.994090032	1.233127404
945	0.9940974511	1.232353161
946	0.9940994433	1.232145169
947	0.9941116774	1.230867158
948	0.9941130996	1.230718496
949	0.9941200038	1.229996589
950	0.9941356446	1.228359607
951	0.9941440843	1.227475389
952	0.994153555	1.226482395
953	0.9941594216	1.225866886
954	0.9941681089	1.224954864
955	0.9941776078	1.223956865
956	0.9941870422	1.222964838
957	0.9941967244	1.221945908
958	0.9942101209	1.220534708
959	0.994211484	1.220391027
960	0.9942186227	1.219638266
961	0.9942275968	1.218691308
962	0.9942365201	1.217748983
963	0.9942465503	1.216688898
964	0.9942585574	1.215418655
965	0.9942628625	1.21496289
966	0.9942707761	1.21412467
967	0.9942781996	1.21333783
968	0.9942839338	1.21272969
969	0.9942914717	1.2119298
970	0.9942979022	1.211247007
971	0.9943094842	1.210016249
972	0.9943219564	1.208689487
973	0.9943240953	1.20846182
974	0.9943349793	1.207302594
975	0.9943430118	1.206446375
976	0.9943486118	1.20584908
977	0.9943497076	1.205732164
978	0.9943532352	1.205355718
979	0.9943588214	1.204759358
980	0.9943725811	1.203289167
981	0.9943758508	1.202939547
982	0.9943790015	1.202602544
983	0.9943885039	1.201585603
984	0.9944005286	1.2002975
985	0.9944131223	1.198946952
986	0.994422745	1.197913982
987	0.9944267154	1.197487517
988	0.9944360384	1.196485521
989	0.9944408213	1.195971143
990	0.9944462824	1.195383572
991	0.9944473511	1.195268552
992	0.9944527355	1.194688883
993	0.9944579398	1.194128332
994	0.9944689631	1.192940167
995	0.9944754564	1.192239724
996	0.9944767435	1.192100828
997	0.9944785847	1.191902118
998	0.9944954981	1.190075181
999	0.9945094934	1.188561328
